merchant_id,creation_date,name,street,state,city,country,contact_number
MERCHANT58349,2023-05-05 18:49:21,AllState Insurance Group,4150 Key side,Connecticut,Virginia Beach,Cuba,574-235-6380
MERCHANT0261,2023-11-14 10:03:51,Orlin Research,68998 East Stravenue borough,Michigan,Madison,Paraguay,274-370-3666
MERCHANT38968,2023-04-05 03:19:55,iTriage,64865 Terrace burgh,Massachusetts,Detroit,Kazakhstan,383-891-1590
MERCHANT59786,2021-12-18 03:54:11,Votizen,75531 Walks furt,Hawaii,San Francisco,Viet Nam,886-615-1559
MERCHANT26212,2022-04-12 15:52:37,National Van Lines,90742 Keys port,Florida,Memphis,Canada,790-099-2788
MERCHANT44855,2021-02-04 17:21:29,J.P. Morgan Chase,284 Knolls fort,Delaware,Fort Wayne,Bolivia (Plurinational State of),130-141-9971
MERCHANT42124,2022-05-05 10:09:13,ProPublica,3251 Wells stad,Virginia,Omaha,Mauritius,712-530-6801
MERCHANT34812,2020-01-14 01:13:55,BizVizz,6754 View fort,Minnesota,Baltimore,Tonga,338-972-0038
MERCHANT9113,2020-11-13 19:48:13,VitalChek,46725 Manor land,South Carolina,Reno,Suriname,544-707-7197
MERCHANT60265,2022-03-13 02:15:09,Accenture,83782 Lane port,New Jersey,Omaha,Kenya,595-411-1512
MERCHANT56844,2020-07-23 19:44:55,LoopNet,14084 Spring port,New Hampshire,Memphis,Australia,817-983-5256
MERCHANT56874,2022-12-25 17:24:54,NERA Economic Consulting,27448 East Underpass stad,Ohio,Stockton,Palau,671-931-9650
MERCHANT6065,2021-08-29 13:33:04,Jurispect,232 Port Falls side,Utah,Garland,Netherlands,352-072-0915
MERCHANT22231,2022-09-24 09:46:24,Noveda Technologies,1049 Hill mouth,Pennsylvania,Birmingham,Venezuela (Bolivarian Republic of),396-419-4573
MERCHANT22753,2021-07-27 13:55:54,OptumInsight,376 Way haven,Nevada,Scottsdale,Guinea,531-968-9879
MERCHANT7248,2021-12-18 09:41:35,Xignite,850 Brook land,Indiana,St. Louis,Switzerland,710-636-7493
MERCHANT57470,2021-02-24 06:17:51,InnoCentive,3833 Park stad,Oklahoma,Wichita,Monaco,889-542-6288
MERCHANT43523,2023-06-21 21:28:31,Chubb,946 New Drives borough,Nevada,Jersey,Mozambique,287-085-0894
MERCHANT13339,2023-10-02 17:14:30,Impaq International,5184 West Light furt,West Virginia,Hialeah,Portugal,330-270-1955
MERCHANT21684,2022-03-12 00:56:15,Inrix Traffic,9839 Port Camp shire,Maine,New Orleans,Libya,261-355-0044
MERCHANT9113,2023-05-06 01:30:07,Suddath,1600 Motorway land,South Dakota,San Diego,Botswana,353-385-0523
MERCHANT45557,2023-01-03 22:52:33,AccuWeather,46214 West Meadows furt,Mississippi,Omaha,Guinea,488-826-3169
MERCHANT5663,2023-01-29 08:00:59,WeMakeItSafer,381 Lake Path haven,West Virginia,Winston-Salem,Saudi Arabia,288-388-7607
MERCHANT33767,2020-11-08 08:22:51,College Board,8961 Turnpike land,Virginia,Long Beach,Holy See,284-254-5670
MERCHANT36323,2021-01-01 01:29:03,Fidelity Investments,7117 Lake Points ton,Minnesota,Atlanta,Papua New Guinea,572-404-0834
MERCHANT57470,2021-05-27 14:45:32,Parsons Brinckerhoff,9259 Pine stad,Arkansas,St. Louis,American Samoa,832-810-2468
MERCHANT46019,2021-06-14 14:07:54,NonprofitMetrics,976 Port view,Vermont,Aurora,Palau,898-112-2188
MERCHANT11948,2021-08-29 23:41:29,Kimono Labs,511 South Rapid view,Connecticut,New Orleans,Venezuela (Bolivarian Republic of),630-431-4124
MERCHANT5663,2020-09-04 10:57:03,Junyo,11918 West River haven,Maryland,Orlando,Paraguay,128-891-5216
MERCHANT64979,2020-05-30 04:32:48,Ez-XBRL,6503 Streets borough,Louisiana,Seattle,South Africa,320-609-2411
MERCHANT28938,2020-07-21 10:32:39,OTC Markets,671 Stravenue bury,Ohio,Tucson,"Tanzania, United Republic of",432-606-0093
MERCHANT40661,2023-10-19 03:24:00,KPMG,49129 Inlet side,New Mexico,Wichita,Hong Kong,870-624-8083
MERCHANT29578,2021-07-15 09:41:52,Lilly Open Innovation Drug Discovery,358 Lake Key ville,Tennessee,Mesa,Pakistan,503-428-9162
MERCHANT34724,2022-07-16 09:12:59,Everyday Health,443 Brooks burgh,New Jersey,Glendale,Egypt,814-633-7623
MERCHANT61922,2021-04-28 04:36:13,Solar Census,400 Mountains furt,Pennsylvania,Albuquerque,Italy,842-736-0151
MERCHANT13879,2022-04-09 06:25:19,Rand McNally,2708 Port Course port,Wisconsin,San Antonio,Ãland Islands,407-891-2872
MERCHANT56844,2023-03-17 20:53:35,ProPublica,54263 Common land,Wisconsin,San Bernardino,Bangladesh,229-718-5267
MERCHANT61922,2023-01-20 01:27:34,FlightAware,223 Viaduct stad,Nebraska,Los Angeles,Sweden,579-117-6424
MERCHANT29542,2021-10-17 04:53:14,IMS Health,13476 West Cliff view,South Dakota,Houston,Micronesia (Federated States of),482-355-7769
MERCHANT35622,2023-09-10 03:38:10,Archimedes Inc.,610 East Center town,Wisconsin,Indianapolis,San Marino,450-640-1447
MERCHANT58817,2021-04-13 23:18:32,CoreLogic,24734 New Cape shire,Alabama,Mesa,Japan,825-928-4930
MERCHANT11369,2020-05-01 16:34:51,InCadence,889 Springs mouth,North Carolina,Tucson,Hungary,566-012-7923
MERCHANT26344,2022-05-22 13:16:49,Quid,38827 Gateway burgh,Rhode Island,Toledo,Zimbabwe,769-257-1234
MERCHANT27702,2022-03-31 11:36:56,Farmers,227 Lake Lakes ton,Missouri,Jersey,Ukraine,129-894-5092
MERCHANT22231,2023-10-28 15:54:26,LexisNexis,92743 New Curve land,Hawaii,Madison,Iraq,964-494-4072
MERCHANT27702,2022-05-25 19:06:45,WattzOn,4486 South Station port,North Dakota,Chesapeake,Honduras,070-961-3568
MERCHANT7346,2023-08-15 15:02:36,Adaptive,627 Turnpike view,Virginia,Oklahoma,Viet Nam,622-330-6941
MERCHANT3233,2021-08-10 22:54:50,ClearStory Data,88336 South Court port,Wisconsin,Miami,Oman,046-644-7681
MERCHANT36164,2021-07-28 01:21:28,Vimo,261 North Lakes bury,Wyoming,Newark,American Samoa,596-339-2869
MERCHANT7788,2020-12-21 22:00:35,SpeSo Health,7231 Spring stad,Colorado,San Jose,United Arab Emirates,742-099-8089
MERCHANT45534,2023-10-17 18:05:50,Ayasdi,777 Skyway bury,Oklahoma,Chesapeake,Singapore,895-946-2598
MERCHANT20025,2022-11-01 10:39:39,Dun & Bradstreet,5848 East Dale ton,New York,Norfolk,Mongolia,866-841-7927
MERCHANT12414,2022-08-03 19:45:41,Golden Helix,6002 Bridge furt,Rhode Island,Kansas,Eswatini,261-677-1054
MERCHANT32770,2023-04-12 07:59:49,Jurispect,94572 West Mountains fort,New Mexico,Birmingham,Cook Islands,358-630-6913
MERCHANT13710,2022-08-04 07:15:22,YourMapper,44831 Trail fort,Rhode Island,Tulsa,Uganda,567-212-1388
MERCHANT61552,2023-03-25 00:08:37,HopStop,132 North Heights stad,Pennsylvania,Jersey,Ethiopia,348-841-7491
MERCHANT36889,2020-12-22 05:32:32,Ceiba Solutions,296 Port Island bury,Virginia,Philadelphia,Cameroon,630-757-9556
MERCHANT49596,2022-05-23 09:49:43,Vimo,8947 Lake Park view,California,Chicago,Northern Mariana Islands,763-264-2982
MERCHANT49914,2020-12-27 05:32:33,Porch,782 New Islands chester,North Carolina,Tampa,Greece,576-270-3358
MERCHANT25638,2022-08-08 21:24:45,Noveda Technologies,260 North Islands shire,Illinois,Tulsa,Suriname,732-656-6526
MERCHANT58883,2021-08-26 12:21:08,Atlas Van Lines,905 Oval chester,California,Durham,Guatemala,275-757-5018
MERCHANT38968,2023-03-09 00:21:15,Apextech LLC,3368 Lake Key shire,Louisiana,Atlanta,Oman,267-933-0476
MERCHANT6065,2023-10-12 09:12:29,Next Step Living,4526 West Parkway stad,North Carolina,Sacramento,Latvia,802-642-6501
MERCHANT30755,2023-11-15 13:29:00,Castle Biosciences,585 Highway berg,Georgia,San Jose,Macao,125-217-6160
MERCHANT13339,2021-06-22 14:21:29,Vitals,242 Lake Forges ville,New Mexico,Los Angeles,Ethiopia,132-457-8290
MERCHANT50612,2023-10-27 19:15:00,EarthObserver App,4314 East Dale borough,California,New Orleans,Grenada,491-098-5448
MERCHANT25636,2022-08-23 09:26:30,Civis Analytics,640 Spring haven,New York,Philadelphia,Bahamas,100-246-6761
MERCHANT4252,2022-09-25 04:12:43,Zebu Compliance Solutions,22515 Throughway shire,Arkansas,Milwaukee,Jamaica,209-955-3054
MERCHANT56336,2020-10-29 07:33:31,Cloudspyre,10608 Port Pines borough,Michigan,Washington,Cook Islands,361-145-0227
MERCHANT51594,2020-03-27 17:26:54,Retroficiency,25628 Port Crescent view,North Dakota,Scottsdale,Cabo Verde,508-504-3583
MERCHANT19236,2022-05-29 15:07:22,Persint,11620 Lake Plains fort,New Mexico,Buffalo,Chad,716-791-6666
MERCHANT46182,2023-10-06 22:31:16,Biovia,73762 Port Mission stad,Tennessee,Raleigh,Myanmar,374-437-0335
MERCHANT38823,2022-11-29 02:05:32,Parsons Brinckerhoff,46831 Square port,Missouri,Baltimore,France,005-352-6926
MERCHANT58436,2020-01-22 18:10:27,Archimedes Inc.,2579 North Village shire,New Mexico,Kansas,Ecuador,339-086-6532
MERCHANT44110,2023-07-26 10:57:21,Funding Circle,5284 Summit chester,Montana,Mesa,Belize,463-483-8728
MERCHANT5651,2022-09-11 02:04:36,Nielsen,98201 South Course bury,Arizona,Long Beach,Gambia,698-107-3253
MERCHANT7788,2020-04-21 16:35:30,Food+Tech Connect,85761 South Islands side,Colorado,Minneapolis,Nepal,691-851-7282
MERCHANT34428,2022-01-17 12:29:56,Ernst & Young LLP,5998 West Tunnel side,Wyoming,Santa Ana,Oman,254-108-8104
MERCHANT36164,2022-03-19 20:51:01,Ensco,71676 Views berg,Connecticut,Anaheim,Oman,158-682-1915
MERCHANT3335,2020-06-22 04:44:20,Code for America,7202 Lake Motorway port,Louisiana,Sacramento,United Kingdom of Great Britain and Northern Ireland,228-115-8184
MERCHANT23900,2022-08-26 13:58:18,"Docket Alarm, Inc.",80567 Lake Camp furt,Idaho,Cincinnati,Turkmenistan,830-997-2585
MERCHANT0224,2020-08-28 13:50:55,Funding Circle,709 Ports fort,New Jersey,Chula Vista,India,391-460-2731
MERCHANT22741,2023-05-14 23:08:45,Department of Better Technology,85350 Islands town,New Mexico,Colorado Springs,Albania,471-703-9107
MERCHANT10635,2020-02-24 12:45:25,Charles River Associates,715 North Lane mouth,Wisconsin,Portland,Viet Nam,169-601-6116
MERCHANT25636,2020-06-06 21:32:55,SimpleTuition,178 South Harbors mouth,Arkansas,San Francisco,Panama,621-719-4151
MERCHANT60291,2021-05-19 21:41:26,Way Better Patents,3293 Estates chester,Colorado,Glendale,Bhutan,937-698-4709
MERCHANT18871,2022-07-31 16:42:38,Stamen Design,638 Port Falls ton,Texas,Reno,Nepal,602-635-0246
MERCHANT49914,2021-04-04 21:54:18,Funding Circle,910 North Common haven,North Dakota,St. Louis,Peru,778-414-0543
MERCHANT16322,2021-11-28 11:28:23,EarthObserver App,985 Orchard bury,Washington,Milwaukee,Philippines,889-993-7090
MERCHANT54986,2020-03-04 09:52:27,"HealthPocket, Inc.",2495 Cape side,New York,Tucson,Uruguay,687-340-2804
MERCHANT5651,2021-02-22 00:23:06,MarketSense,927 Port Isle fort,Ohio,Santa Ana,Costa Rica,694-988-5929
MERCHANT33767,2020-03-27 09:40:22,Mapbox,31361 West Knolls shire,South Carolina,Los Angeles,CuraÃ§ao,257-868-4125
MERCHANT5914,2020-12-08 10:13:18,CostQuest,82850 Lake Plaza side,Georgia,Boise,Myanmar,825-847-3817
MERCHANT60291,2022-02-13 12:00:58,Certara,658 East Trafficway burgh,Montana,Oklahoma,Hong Kong,560-553-2720
MERCHANT56138,2022-10-14 14:45:13,Connotate,775 Port Rapid land,Nevada,Oklahoma,Montenegro,199-115-5279
MERCHANT24532,2020-10-02 13:24:52,Informatica,53318 Lake Springs haven,Missouri,Denver,Saint Vincent and the Grenadines,647-714-7935
MERCHANT34428,2023-06-26 07:34:03,MarketSense,65047 Port Place port,Michigan,Tucson,Aruba,768-060-1729
MERCHANT26292,2020-05-07 17:20:13,Intelius,89475 North Rest mouth,Arkansas,Norfolk,Northern Mariana Islands,501-603-7358
MERCHANT9930,2020-06-06 21:53:07,Mint,4051 Lake Manor stad,Illinois,Fort Worth,Saint Kitts and Nevis,123-876-5938
MERCHANT29578,2023-02-17 11:31:21,realtor.com,14794 Forest mouth,New Hampshire,Houston,Hong Kong,702-887-5548
MERCHANT38719,2023-11-06 07:44:25,Splunk,2325 South Lodge mouth,Illinois,Baltimore,Zimbabwe,414-310-0200
MERCHANT40681,2021-03-12 03:40:15,Kimono Labs,4525 West Locks ton,Colorado,Albuquerque,Bouvet Island,155-762-5287
MERCHANT30596,2020-02-12 21:13:27,Compendia Bioscience Life Technologies,646 West Ridge side,Maine,Santa Ana,Cambodia,949-235-6926
MERCHANT1837,2020-12-14 01:04:34,RAND Corporation,64314 Ferry furt,Ohio,Irving,Austria,360-143-5001
MERCHANT41153,2021-04-28 17:24:07,Symcat,84825 Fork haven,Ohio,Long Beach,New Caledonia,092-704-5560
MERCHANT54006,2020-10-25 19:13:06,"Marinexplore, Inc.",29160 Club borough,North Carolina,Santa Ana,French Southern Territories,925-926-7845
MERCHANT50864,2022-01-12 14:46:15,Alarm.com,586 Run berg,Montana,Honolulu,Liberia,604-627-7414
MERCHANT16109,2020-10-03 15:15:37,LoseIt.com,34518 Skyway land,Arizona,Los Angeles,Croatia,794-077-0317
MERCHANT1837,2022-07-02 01:49:30,Asset4,138 Lake Summit shire,Arkansas,Toledo,Libya,519-914-4851
MERCHANT40681,2023-04-17 17:17:18,Cloudmade,5002 Wall mouth,New Mexico,Houston,Belgium,788-429-2017
MERCHANT44855,2021-05-28 21:19:01,TowerData,73432 West Lodge port,Virginia,Toledo,Faroe Islands,958-224-6902
MERCHANT36889,2023-10-04 23:08:28,Science Exchange,896 Port mouth,South Dakota,Bakersfield,Maldives,954-231-0255
MERCHANT45534,2021-11-07 12:00:32,MedWatcher,51057 Coves view,Nebraska,St. Petersburg,Cyprus,112-688-9090
MERCHANT40636,2020-12-12 05:52:15,T. Rowe Price,3360 Meadow port,Mississippi,Henderson,British Indian Ocean Territory,389-671-8551
MERCHANT11278,2022-05-21 14:08:34,Solar Census,427 Lake Locks haven,Louisiana,Minneapolis,Burkina Faso,234-255-2306
MERCHANT39725,2022-12-20 09:45:27,AccuWeather,4931 Mountains town,Maine,San Antonio,Uganda,343-330-6869
MERCHANT46182,2020-05-10 21:45:29,CB Insights,42420 Forest bury,Kansas,Philadelphia,Hungary,736-668-9559
MERCHANT63023,2020-12-07 16:21:07,iRecycle,3257 South Course fort,Washington,Hialeah,Czechia,744-030-0340
MERCHANT7914,2021-09-17 22:20:03,Roadify Transit,477 Lane view,Iowa,Anaheim,El Salvador,591-326-9489
MERCHANT53917,2020-04-01 16:12:30,Xcential,3523 Shoals view,Maine,Long Beach,Malaysia,178-064-4715
MERCHANT7866,2022-02-14 21:49:15,Navico,77302 East Lakes ton,Vermont,Lincoln,Cuba,604-046-7718
MERCHANT55466,2023-01-08 13:30:47,DataWeave,4013 Expressway haven,Connecticut,Fremont,Chile,568-049-1133
MERCHANT27702,2020-04-05 19:45:38,iFactor Consulting,62011 Walk furt,Washington,Greensboro,Greenland,812-244-2582
MERCHANT14658,2021-04-09 13:52:43,Aureus Sciences (*Now part of Elsevier),22398 Drive fort,Tennessee,Arlington,Dominican Republic,918-388-5117
MERCHANT58489,2021-12-20 19:58:42,Computer Packages Inc,95737 New Stream berg,Connecticut,Arlington,New Caledonia,638-254-1599
MERCHANT16322,2021-01-27 08:23:37,BizVizz,2923 Flats stad,Ohio,Bakersfield,Virgin Islands (U.S.),859-660-0950
MERCHANT4473,2022-07-12 20:28:46,Accela,61805 Estate ville,Arkansas,Durham,Pitcairn,455-926-0919
MERCHANT27157,2022-11-23 10:16:42,Geofeedia,96683 Port Ridges mouth,Michigan,Omaha,French Southern Territories,349-082-6038
MERCHANT51351,2021-07-30 19:22:48,Kimono Labs,79895 Curve berg,Rhode Island,Chula Vista,Bolivia (Plurinational State of),596-424-6879
MERCHANT53426,2022-03-07 19:27:03,"Loqate, Inc.",178 Viaduct port,Wisconsin,Phoenix,Tokelau,320-588-8540
MERCHANT46606,2021-08-12 16:54:20,Azavea,1797 East Union chester,Wisconsin,Tulsa,Bulgaria,173-725-0226
MERCHANT27105,2023-05-05 02:46:05,Atlas Van Lines,520 South Ridges mouth,Nebraska,Mesa,Belgium,610-100-5582
MERCHANT32508,2021-05-06 17:48:44,Propeller Health,4011 New Island haven,Alabama,Detroit,Malaysia,244-966-7961
MERCHANT54986,2023-02-19 04:43:14,Capital Cube,4775 New Mill view,Connecticut,Dallas,Micronesia (Federated States of),101-854-4170
MERCHANT5999,2020-02-28 19:30:19,iRecycle,202 South Vista mouth,Washington,Wichita,Slovakia,170-763-2278
MERCHANT59786,2021-02-22 17:34:27,Mozio,4476 Lake Ports bury,Montana,Toledo,Mayotte,621-129-3906
MERCHANT54479,2022-02-08 22:55:24,ClearHealthCosts,99260 West Bypass berg,New Hampshire,Colorado Springs,Namibia,676-893-8982
MERCHANT36126,2021-01-01 21:03:09,Yelp,7476 River side,Georgia,Irving,Isle of Man,447-837-9354
MERCHANT60265,2020-10-16 05:26:18,ZocDoc,765 East Plains mouth,Arizona,Scottsdale,Armenia,318-274-9521
MERCHANT15438,2023-07-18 20:03:58,GreatSchools,5856 Field stad,South Dakota,Miami,Ãland Islands,884-802-5526
MERCHANT26808,2021-06-19 12:12:51,College Board,642 Road borough,Delaware,San Diego,Cayman Islands,721-031-8627
MERCHANT5999,2022-11-06 08:48:53,Farmers,7546 Land ton,Idaho,Seattle,American Samoa,297-494-0070
MERCHANT26292,2021-02-27 11:35:52,Amazon Web Services,7169 Fields side,Wisconsin,Phoenix,Aruba,247-161-3504
MERCHANT36126,2020-04-21 00:04:34,Charles Schwab Corp.,8811 Bypass town,Alabama,Indianapolis,Tunisia,103-672-5219
MERCHANT26814,2020-02-29 12:28:48,"Docket Alarm, Inc.",174 Lake Heights view,Tennessee,Lubbock,San Marino,679-890-5094
MERCHANT54006,2020-10-14 08:34:26,Votizen,4929 Hollow ville,Missouri,Fremont,Wallis and Futuna,459-437-9750
MERCHANT43330,2022-05-24 03:41:05,"Fuzion Apps, Inc.",20379 Islands mouth,Wisconsin,Denver,Niue,183-411-8681
MERCHANT13710,2023-03-26 16:08:14,Compendia Bioscience Life Technologies,168 Cliffs furt,South Dakota,Louisville/Jefferson,Ethiopia,430-192-8666
MERCHANT1596,2023-11-11 20:41:22,Be Informed,237 East Point haven,Michigan,Phoenix,Hong Kong,315-947-7951
MERCHANT27157,2023-03-16 08:09:23,eScholar LLC.,49528 Spurs furt,Iowa,Plano,El Salvador,501-658-5322
MERCHANT36323,2022-06-01 15:12:51,PIXIA Corp,42701 West Springs bury,Louisiana,Laredo,Ecuador,444-540-3860
MERCHANT1462,2020-01-03 22:21:44,Credit Karma,811 North Gateway land,Illinois,Lincoln,Morocco,400-425-1935
MERCHANT4297,2022-09-21 18:30:24,LOVELAND Technologies,641 Stream shire,Arkansas,Raleigh,French Polynesia,818-665-6827
MERCHANT4136,2022-02-17 04:32:00,48 Factoring Inc.,1242 Crossing land,Colorado,Irving,Japan,565-565-2540
MERCHANT35800,2021-09-11 16:32:45,Earthquake Alert!,805 Mountains side,Connecticut,Washington,Bouvet Island,906-340-3781
MERCHANT13012,2023-05-03 03:24:29,CostQuest,515 Radial view,Maine,Virginia Beach,Puerto Rico,124-586-6538
MERCHANT6944,2021-11-28 16:43:56,EMC,9878 Bridge mouth,Nevada,Fremont,Gibraltar,497-570-2460
MERCHANT7248,2020-06-30 12:49:25,Quid,8016 Springs fort,Tennessee,Laredo,Burkina Faso,954-933-9736
MERCHANT51658,2023-06-27 09:13:22,TransparaGov,39533 Passage haven,Kansas,Albuquerque,Mexico,257-005-4034
MERCHANT34812,2021-11-21 23:08:55,Plus-U,1365 Causeway furt,Mississippi,Charlotte,New Caledonia,477-104-5074
MERCHANT55823,2022-07-14 03:46:15,Spokeo,91393 East Plains shire,South Dakota,Charlotte,Mauritius,383-256-9029
MERCHANT37863,2022-07-24 04:47:29,WaterSmart Software,911 Passage fort,Tennessee,Oklahoma,New Caledonia,123-549-3485
MERCHANT1596,2022-07-10 17:03:50,PIXIA Corp,2299 Islands town,Arizona,Pittsburgh,Madagascar,551-346-5983
MERCHANT64979,2023-09-06 08:15:30,Geolytics,522 South Plains ton,Kentucky,Chicago,Denmark,751-744-5256
MERCHANT17802,2021-11-20 02:00:31,The Schork Report,475 Expressway stad,California,Virginia Beach,British Indian Ocean Territory,608-631-6947
MERCHANT23900,2021-08-18 11:36:33,CoreLogic,17829 Curve mouth,West Virginia,Philadelphia,Morocco,564-985-4580
MERCHANT53426,2022-05-18 06:27:17,Quandl,7546 Crescent ton,Idaho,Laredo,Brazil,549-119-2931
MERCHANT31431,2021-08-14 13:07:48,T. Rowe Price,587 Lake Crescent chester,Oregon,Corpus Christi,French Guiana,499-906-4222
MERCHANT14843,2020-10-23 17:07:13,Predilytics,6940 Stravenue haven,Oklahoma,Indianapolis,Brunei Darussalam,780-868-3035
MERCHANT25370,2021-05-29 21:38:32,Farmers,904 Manor mouth,North Carolina,Honolulu,"Moldova, Republic of",977-573-6202
MERCHANT4252,2022-03-03 04:57:53,Predilytics,6919 Highway furt,Kentucky,Lexington-Fayette,Thailand,444-062-1908
MERCHANT58817,2023-03-23 07:02:13,US Green Data,1819 Roads mouth,Tennessee,Irving,Samoa,914-273-9919
MERCHANT39514,2022-05-03 11:05:59,FlightAware,5378 East Hill shire,Missouri,Mesa,Rwanda,618-082-5490
MERCHANT29578,2021-03-16 00:11:04,Avalara,129 East Stream land,Virginia,Nashville-Davidson,Oman,765-822-4507
MERCHANT1530,2023-01-30 22:19:53,Genability,21387 Port Manor burgh,Nevada,Seattle,Samoa,100-830-3251
MERCHANT43523,2022-10-19 00:37:09,"KidAdmit, Inc.",93207 Station mouth,New York,Jacksonville,Jamaica,463-567-0225
MERCHANT13879,2022-06-18 08:53:12,SigFig,60093 North Junction port,Arkansas,Fort Wayne,Malta,821-594-7147
MERCHANT40152,2021-03-04 10:42:41,eScholar LLC.,4419 South Passage fort,Arizona,Garland,Bahrain,968-187-2363
MERCHANT4136,2023-10-20 02:41:12,Arpin Van Lines,887 Trace ton,Vermont,Omaha,Russian Federation,074-836-6199
MERCHANT48822,2022-04-02 07:29:22,People Power,586 Manor mouth,Washington,Tulsa,United States of America,515-596-7863
MERCHANT30291,2020-03-12 06:04:10,Embark,59467 Park furt,Missouri,Boston,Myanmar,628-295-4522
MERCHANT8744,2022-08-11 23:39:44,Climate Corporation,1434 Streets furt,Kentucky,Tucson,Bermuda,178-952-8100
MERCHANT26344,2022-09-26 08:24:36,DataMarket,57924 Centers berg,West Virginia,Garland,Norway,009-320-6223
MERCHANT7582,2022-06-08 12:47:53,Robinson + Yu,46863 Lake Islands ton,Nebraska,Winston-Salem,Antarctica,543-893-2475
MERCHANT47046,2021-07-07 03:33:31,Vimo,2197 Squares bury,Kentucky,New York City,Mexico,306-473-3558
MERCHANT40636,2023-06-09 23:05:19,Bekins,6067 Port Crescent fort,Virginia,Phoenix,Haiti,461-284-4212
MERCHANT25136,2021-04-03 06:44:46,Maponics,7834 North Prairie furt,Utah,Irvine,Timor-Leste,079-798-8577
